dates UTC, chainage (m)
1995-10-19 22:42:37+00:00,188.9
1995-12-06 22:42:56+00:00,188.9
1995-12-15 22:37:50+00:00,196.9
1996-01-07 22:45:16+00:00,233.4
1996-02-01 22:41:15+00:00,200.5
1996-03-11 22:49:39+00:00,178.6
1996-03-20 22:44:27+00:00,180.6
1996-04-05 22:45:04+00:00,180.5
1996-04-12 22:51:41+00:00,178.7
1996-04-21 22:46:03+00:00,188.5
1996-04-28 22:52:39+00:00,199.2
1996-05-07 22:47:24+00:00,156.0
1996-05-23 22:48:19+00:00,163.3
1996-06-08 22:48:48+00:00,156.2
1996-07-01 22:56:12+00:00,161.4
1996-07-10 22:50:53+00:00,156.3
1996-07-17 22:57:02+00:00,156.6
1996-08-18 22:58:43+00:00,160.5
1996-09-03 22:59:37+00:00,155.9
1996-09-12 22:54:20+00:00,165.2
1996-10-21 23:02:09+00:00,155.8
1997-02-10 23:07:23+00:00,193.5
1997-03-14 23:08:41+00:00,183.3
1997-03-23 23:03:14+00:00,178.8
1997-03-30 23:09:17+00:00,206.1
1997-05-10 23:04:56+00:00,171.7
1997-06-27 23:06:37+00:00,185.5
1997-07-20 23:13:10+00:00,192.6
1997-08-05 23:13:42+00:00,191.2
1997-08-21 23:14:13+00:00,189.2
1997-09-06 23:14:41+00:00,194.4
1997-09-22 23:15:08+00:00,191.2
1997-10-08 23:15:35+00:00,194.4
1997-10-24 23:16:01+00:00,191.9
1997-11-25 23:16:47+00:00,202.2
1998-01-28 23:18:17+00:00,210.4
1998-02-13 23:18:37+00:00,208.5
1998-02-22 23:13:00+00:00,216.9
1998-04-18 23:19:33+00:00,197.0
1998-05-20 23:20:01+00:00,209.3
1998-07-23 23:20:50+00:00,193.2
1998-08-17 23:15:13+00:00,175.5
1998-09-25 23:21:20+00:00,180.3
1998-10-11 23:21:20+00:00,181.4
1998-10-27 23:21:23+00:00,190.5
1999-02-16 23:21:46+00:00,178.7
1999-03-04 23:21:41+00:00,171.1
1999-04-21 23:21:15+00:00,149.3
1999-06-24 23:20:23+00:00,144.7
1999-07-18 23:35:18+00:00,158.2
1999-07-19 23:14:28+00:00,156.6
1999-08-03 23:35:25+00:00,156.7
1999-08-04 23:14:26+00:00,156.8
1999-08-11 23:20:09+00:00,166.0
1999-08-12 23:29:37+00:00,166.1
1999-08-19 23:35:22+00:00,167.9
1999-08-20 23:14:14+00:00,163.2
1999-09-04 23:35:27+00:00,167.5
1999-09-12 23:19:18+00:00,156.5
1999-09-13 23:29:10+00:00,161.9
1999-09-20 23:35:25+00:00,169.0
1999-09-28 23:19:01+00:00,160.9
1999-10-06 23:35:33+00:00,163.3
1999-10-15 23:29:42+00:00,188.1
1999-11-16 23:29:37+00:00,175.8
2000-03-30 23:35:02+00:00,213.3
2000-06-02 23:34:24+00:00,168.3
2000-06-27 23:28:24+00:00,187.0
2000-07-04 23:34:07+00:00,170.1
2000-07-20 23:33:53+00:00,180.2
2000-08-05 23:33:37+00:00,177.4
2000-08-14 23:27:49+00:00,190.9
2000-08-21 23:33:31+00:00,174.7
2000-09-22 23:32:58+00:00,206.8
2000-10-01 23:26:46+00:00,201.0
2000-12-20 23:27:10+00:00,192.7
2001-01-12 23:32:59+00:00,191.9
2001-02-13 23:32:56+00:00,200.8
2001-02-22 23:27:07+00:00,194.8
2001-03-01 23:32:50+00:00,207.4
2001-04-11 23:26:51+00:00,163.5
2001-04-18 23:32:38+00:00,182.3
2001-05-04 23:32:34+00:00,180.4
2001-05-13 23:26:38+00:00,192.3
2001-05-29 23:26:30+00:00,178.3
2001-06-14 23:26:19+00:00,197.6
2001-06-21 23:31:58+00:00,189.7
2001-07-07 23:31:53+00:00,159.1
2001-07-16 23:26:04+00:00,178.8
2001-07-23 23:31:47+00:00,162.3
2001-08-08 23:31:30+00:00,179.3
2001-08-17 23:25:09+00:00,159.5
2001-08-24 23:31:17+00:00,154.2
2001-09-09 23:31:06+00:00,184.1
2001-09-18 23:25:10+00:00,178.2
2001-10-11 23:30:39+00:00,176.4
2001-10-20 23:24:38+00:00,170.9
2001-10-27 23:30:49+00:00,182.0
2001-11-05 23:24:44+00:00,189.3
2001-11-12 23:30:59+00:00,180.9
2001-11-28 23:31:04+00:00,182.4
2001-12-30 23:31:06+00:00,187.8
2002-01-08 23:25:29+00:00,206.6
2002-02-09 23:25:14+00:00,190.8
2002-02-16 23:31:23+00:00,188.9
2002-03-29 23:25:08+00:00,173.4
2002-05-16 23:25:27+00:00,195.0
2002-07-03 23:24:46+00:00,176.1
2002-07-10 23:30:55+00:00,166.1
2002-08-11 23:30:41+00:00,179.1
2002-09-12 23:30:24+00:00,169.9
2002-09-21 23:24:30+00:00,178.8
2002-10-14 23:30:13+00:00,193.1
2002-10-23 23:24:32+00:00,195.4
2002-10-30 23:30:18+00:00,194.8
2002-11-08 23:24:13+00:00,184.3
2002-12-01 23:30:46+00:00,181.2
2003-01-02 23:30:51+00:00,166.0
2003-01-18 23:30:59+00:00,167.6
2003-02-12 23:25:25+00:00,172.7
2003-03-07 23:31:15+00:00,161.7
2003-03-23 23:31:09+00:00,186.0
2003-04-17 23:25:05+00:00,154.1
2003-07-05 23:18:46+00:00,156.0
2003-07-21 23:19:03+00:00,181.8
2003-07-29 23:30:58+00:00,179.5
2003-08-30 23:30:52+00:00,185.8
2003-09-16 23:13:52+00:00,175.8
2003-09-23 23:20:08+00:00,165.4
2003-10-25 23:20:33+00:00,157.3
2003-11-02 23:30:55+00:00,152.8
2003-11-26 23:21:00+00:00,169.0
2003-12-12 23:21:03+00:00,186.0
2003-12-20 23:31:21+00:00,177.3
2004-01-05 23:31:26+00:00,184.9
2004-02-14 23:21:26+00:00,192.8
2004-02-22 23:31:36+00:00,189.0
2004-03-09 23:31:44+00:00,185.2
2004-03-17 23:21:37+00:00,185.2
2004-03-25 23:31:48+00:00,171.0
2004-04-02 23:21:48+00:00,180.1
2004-04-03 23:25:59+00:00,179.3
2004-04-26 23:31:40+00:00,185.4
2004-05-04 23:22:45+00:00,175.2
2004-05-20 23:23:13+00:00,186.9
2004-05-28 23:31:40+00:00,174.9
2004-06-13 23:31:33+00:00,170.1
2004-06-21 23:24:09+00:00,158.6
2004-06-22 23:25:45+00:00,172.4
2004-07-07 23:24:38+00:00,172.2
2004-07-15 23:31:29+00:00,160.2
2004-07-23 23:25:02+00:00,157.5
2004-07-31 23:31:21+00:00,163.1
2004-08-08 23:25:20+00:00,172.8
2004-08-24 23:25:47+00:00,173.9
2004-09-01 23:31:15+00:00,157.3
2004-09-09 23:26:13+00:00,167.6
2004-09-17 23:31:08+00:00,148.9
2004-09-25 23:26:36+00:00,175.2
2004-10-27 23:27:16+00:00,175.1
2004-11-12 23:27:32+00:00,178.8
2004-11-13 23:25:40+00:00,175.7
2004-11-28 23:27:52+00:00,165.9
2004-11-29 23:25:26+00:00,182.4
2004-12-22 23:31:48+00:00,174.3
2004-12-30 23:28:26+00:00,163.1
2005-01-15 23:28:38+00:00,168.9
2005-02-01 23:25:48+00:00,188.0
2005-03-04 23:29:21+00:00,193.8
2005-04-21 23:29:39+00:00,188.9
2005-05-15 23:32:08+00:00,175.1
2005-05-23 23:29:53+00:00,186.7
2005-05-31 23:32:04+00:00,175.2
2005-06-08 23:30:02+00:00,194.8
2005-06-16 23:31:57+00:00,176.8
2005-06-24 23:30:07+00:00,198.7
2005-07-10 23:30:12+00:00,183.0
2005-07-18 23:31:56+00:00,171.7
2005-07-26 23:30:23+00:00,184.0
2005-07-27 23:26:08+00:00,178.6
2005-09-12 23:30:39+00:00,187.0
2005-09-20 23:31:35+00:00,167.9
2005-10-31 23:25:41+00:00,192.2
2005-12-02 23:25:56+00:00,183.4
2006-02-19 23:33:09+00:00,206.9
2006-03-07 23:33:29+00:00,185.7
2006-03-31 23:32:35+00:00,205.3
2006-04-08 23:34:05+00:00,159.2
2006-05-10 23:34:35+00:00,179.8
2006-05-27 23:26:48+00:00,167.5
2006-06-03 23:32:33+00:00,164.8
2006-06-11 23:35:03+00:00,152.8
2006-07-05 23:32:23+00:00,166.9
2006-07-29 23:35:44+00:00,169.2
2006-08-15 23:26:24+00:00,176.7
2006-08-22 23:32:10+00:00,168.7
2006-09-15 23:36:20+00:00,171.2
2006-10-01 23:36:31+00:00,176.4
2006-10-18 23:26:16+00:00,176.5
2006-11-18 23:36:58+00:00,169.5
2006-11-19 23:26:19+00:00,174.1
2006-11-26 23:32:34+00:00,195.0
2006-12-04 23:37:06+00:00,179.5
2007-01-21 23:37:26+00:00,196.3
2007-02-06 23:37:29+00:00,197.1
2007-02-14 23:32:56+00:00,180.1
2007-02-22 23:37:29+00:00,204.4
2007-03-10 23:37:27+00:00,203.4
2007-03-11 23:26:51+00:00,196.5
2007-04-11 23:37:20+00:00,202.7
2007-04-19 23:33:01+00:00,201.0
2007-05-05 23:32:56+00:00,235.4
2007-05-29 23:36:50+00:00,212.9
2007-06-15 23:27:00+00:00,215.8
2007-06-30 23:36:16+00:00,210.9
2007-07-16 23:36:09+00:00,186.2
2007-07-24 23:32:40+00:00,181.5
2007-08-02 23:26:51+00:00,194.4
2007-08-09 23:32:35+00:00,198.1
2007-08-25 23:32:29+00:00,172.8
2007-09-02 23:35:42+00:00,186.8
2007-09-10 23:32:21+00:00,162.8
2007-09-18 23:35:35+00:00,180.1
2007-10-04 23:35:25+00:00,176.6
2007-10-21 23:26:36+00:00,180.5
2007-12-08 23:26:37+00:00,175.8
2008-02-09 23:33:11+00:00,168.7
2008-03-12 23:32:35+00:00,158.7
2008-03-20 23:32:39+00:00,165.9
2008-04-05 23:32:39+00:00,175.3
2008-04-30 23:26:24+00:00,164.9
2008-05-07 23:32:33+00:00,171.3
2008-05-16 23:26:43+00:00,187.8
2008-05-23 23:32:27+00:00,176.8
2008-06-24 23:32:09+00:00,162.3
2008-08-11 23:31:42+00:00,177.9
2008-09-20 23:27:23+00:00,170.9
2008-09-28 23:31:17+00:00,176.7
2008-10-06 23:26:53+00:00,182.8
2008-10-14 23:31:11+00:00,169.6
2008-10-22 23:26:20+00:00,168.3
2008-10-30 23:31:27+00:00,173.4
2008-11-23 23:26:05+00:00,185.8
2008-12-01 23:31:52+00:00,185.6
2008-12-09 23:26:35+00:00,181.5
2009-01-10 23:27:28+00:00,158.7
2009-01-11 23:26:25+00:00,182.6
2009-02-27 23:28:42+00:00,193.4
2009-02-28 23:26:22+00:00,193.8
2009-03-16 23:26:30+00:00,203.7
2009-03-23 23:32:44+00:00,189.1
2009-04-16 23:29:44+00:00,170.8
2009-04-24 23:32:54+00:00,166.8
2009-05-10 23:32:57+00:00,158.5
2009-06-04 23:27:10+00:00,161.9
2009-06-11 23:32:57+00:00,156.7
2009-06-19 23:30:55+00:00,137.2
2009-07-21 23:31:28+00:00,166.8
2009-07-29 23:32:46+00:00,163.7
2009-08-06 23:31:42+00:00,159.0
2009-08-07 23:26:55+00:00,173.8
2009-08-14 23:32:41+00:00,163.9
2009-08-23 23:26:30+00:00,170.1
2009-08-30 23:32:41+00:00,170.7
2009-09-07 23:32:10+00:00,164.9
2009-09-08 23:26:30+00:00,165.6
2009-09-23 23:32:22+00:00,172.8
2009-09-24 23:26:52+00:00,189.2
2009-10-17 23:32:42+00:00,168.1
2009-11-02 23:32:57+00:00,182.1
2009-11-10 23:32:51+00:00,177.4
2009-11-11 23:26:54+00:00,182.7
2009-11-18 23:33:10+00:00,173.4
2009-11-26 23:32:57+00:00,189.1
2009-12-12 23:33:06+00:00,188.5
2010-01-13 23:33:18+00:00,196.3
2010-02-22 23:34:30+00:00,196.8
2010-03-18 23:33:28+00:00,196.2
2010-03-26 23:34:42+00:00,188.4
2010-04-04 23:28:33+00:00,176.7
2010-05-05 23:33:19+00:00,197.6
2010-05-29 23:34:39+00:00,176.6
2010-07-16 23:34:44+00:00,176.5
2010-08-17 23:34:45+00:00,171.9
2010-08-25 23:32:48+00:00,175.8
2010-08-26 23:28:36+00:00,187.0
2010-09-10 23:32:44+00:00,174.4
2010-09-11 23:28:37+00:00,176.1
2010-09-26 23:32:38+00:00,167.6
2010-10-28 23:32:20+00:00,161.4
2010-10-29 23:28:51+00:00,169.5
2010-11-13 23:32:18+00:00,175.8
2010-11-14 23:29:03+00:00,177.7
2011-01-16 23:32:27+00:00,151.1
2011-02-02 23:30:08+00:00,196.4
2011-02-17 23:32:29+00:00,170.2
2011-03-21 23:32:21+00:00,198.3
2011-04-22 23:32:11+00:00,206.1
2011-04-30 23:36:08+00:00,172.2
2011-05-16 23:36:04+00:00,176.8
2011-07-03 23:36:02+00:00,183.3
2011-07-11 23:31:40+00:00,176.9
2011-08-12 23:31:22+00:00,169.5
2011-08-13 23:29:44+00:00,187.1
2011-08-28 23:31:14+00:00,178.6
2011-09-05 23:35:51+00:00,191.1
2011-09-13 23:31:02+00:00,180.7
2011-09-29 23:30:45+00:00,176.8
2011-10-15 23:30:32+00:00,185.4
2011-10-23 23:35:52+00:00,181.1
2011-11-01 23:29:42+00:00,180.4
2011-11-08 23:36:01+00:00,181.3
2011-12-03 23:30:05+00:00,189.9
2011-12-10 23:36:17+00:00,163.1
2011-12-26 23:36:29+00:00,160.4
2012-01-11 23:36:33+00:00,164.4
2012-03-08 23:30:48+00:00,172.6
2012-03-15 23:36:38+00:00,181.3
2012-04-25 23:30:39+00:00,176.8
2012-05-11 23:31:01+00:00,188.3
2012-05-18 23:37:13+00:00,176.6
2012-05-27 23:30:51+00:00,170.3
2012-06-03 23:36:52+00:00,164.0
2012-06-19 23:36:58+00:00,167.7
2012-07-30 23:31:40+00:00,151.5
2012-08-06 23:37:33+00:00,170.6
2012-08-15 23:31:53+00:00,169.5
2012-08-22 23:37:43+00:00,174.3
2012-08-31 23:32:02+00:00,182.8
2012-09-16 23:32:11+00:00,184.0
2012-09-23 23:38:03+00:00,189.6
2012-10-02 23:32:21+00:00,193.6
2012-10-18 23:32:07+00:00,175.1
2012-10-25 23:38:21+00:00,153.5
2012-11-19 23:32:43+00:00,178.6
2012-12-05 23:32:43+00:00,188.0
2013-01-06 23:32:30+00:00,156.4
2013-04-19 23:38:27+00:00,159.6
2013-04-27 23:44:16+00:00,180.4
2013-04-28 23:32:15+00:00,178.2
2013-05-05 23:38:24+00:00,176.0
2013-05-22 23:38:46+00:00,178.0
2013-06-14 23:44:29+00:00,167.5
2013-06-15 23:31:59+00:00,176.3
2013-06-22 23:38:08+00:00,167.3
2013-06-23 23:38:39+00:00,173.7
2013-07-16 23:44:29+00:00,177.8
2013-07-17 23:32:06+00:00,180.2
2013-08-01 23:44:31+00:00,160.3
2013-08-02 23:31:59+00:00,173.1
2013-08-10 23:38:21+00:00,188.8
2013-08-17 23:44:32+00:00,192.1
2013-08-25 23:37:55+00:00,187.1
2013-08-26 23:38:47+00:00,183.8
2013-09-10 23:38:07+00:00,189.3
2013-09-18 23:44:28+00:00,181.8
2013-09-26 23:38:16+00:00,196.5
2013-10-05 23:32:13+00:00,177.2
2013-10-13 23:38:12+00:00,212.3
2013-11-13 23:38:42+00:00,188.2
2013-11-14 23:38:02+00:00,190.5
2013-12-07 23:44:08+00:00,179.3
2014-01-16 23:39:07+00:00,192.6
2014-01-17 23:37:29+00:00,198.3
2014-02-01 23:39:24+00:00,206.1
2014-02-02 23:37:22+00:00,199.3
2014-02-10 23:33:34+00:00,203.2
2014-02-18 23:37:33+00:00,207.2
2014-03-06 23:37:18+00:00,211.1
2014-03-22 23:36:42+00:00,197.4
2014-04-22 23:39:42+00:00,215.5
2014-04-23 23:36:36+00:00,211.3
2014-05-17 23:34:04+00:00,202.2
2014-05-24 23:39:53+00:00,219.6
2014-06-02 23:33:44+00:00,208.1
2014-06-25 23:39:59+00:00,232.9
2014-06-26 23:36:03+00:00,223.1
2014-07-03 23:42:19+00:00,220.0
2014-07-04 23:33:51+00:00,218.0
2014-07-11 23:40:02+00:00,211.0
2014-07-12 23:36:36+00:00,215.6
2014-07-19 23:42:23+00:00,170.5
2014-07-27 23:40:08+00:00,218.6
2014-07-28 23:36:40+00:00,208.1
2014-08-04 23:42:31+00:00,204.9
2014-08-28 23:40:08+00:00,158.6
2014-08-29 23:36:49+00:00,166.9
2014-09-13 23:40:10+00:00,184.5
2014-09-14 23:36:29+00:00,188.6
2014-09-22 23:34:04+00:00,170.9
2014-09-29 23:40:21+00:00,186.8
2014-09-30 23:36:53+00:00,189.1
2014-10-07 23:42:43+00:00,172.4
2014-10-15 23:40:30+00:00,186.9
2014-10-16 23:36:58+00:00,190.9
2014-10-23 23:42:44+00:00,185.1
2014-10-24 23:34:50+00:00,198.4
2014-11-08 23:42:45+00:00,175.3
2014-11-09 23:34:35+00:00,183.8
2014-11-17 23:36:55+00:00,187.9
2014-11-24 23:42:42+00:00,195.8
2014-12-02 23:40:54+00:00,195.0
2014-12-18 23:41:02+00:00,181.5
2014-12-19 23:36:52+00:00,181.2
2015-01-03 23:41:03+00:00,180.1
2015-02-05 23:36:39+00:00,172.1
2015-02-28 23:42:17+00:00,195.4
2015-03-25 23:36:15+00:00,185.8
2015-04-09 23:41:42+00:00,190.4
2015-04-17 23:41:54+00:00,193.9
2015-04-25 23:41:47+00:00,186.2
2015-04-26 23:36:02+00:00,187.3
2015-05-03 23:41:41+00:00,182.7
2015-05-11 23:41:56+00:00,186.0
2015-05-12 23:35:22+00:00,180.2
2015-05-19 23:41:33+00:00,168.7
2015-05-28 23:35:24+00:00,173.9
2015-06-04 23:41:41+00:00,165.0
2015-06-20 23:41:50+00:00,163.2
2015-06-29 23:35:43+00:00,168.7
2015-07-06 23:41:59+00:00,172.8
2015-07-15 23:35:53+00:00,169.7
2015-07-30 23:42:17+00:00,174.8
2015-07-31 23:35:57+00:00,175.4
2015-08-07 23:42:09+00:00,178.1
2015-08-16 23:36:04+00:00,173.6
2015-09-08 23:42:23+00:00,187.2
2015-09-24 23:42:30+00:00,150.2
2015-10-02 23:42:27+00:00,179.8
2015-10-18 23:42:47+00:00,192.7
2015-10-19 23:36:47+00:00,188.4
2015-10-26 23:42:37+00:00,183.4
2015-11-11 23:42:37+00:00,179.6
2015-11-20 23:36:53+00:00,185.5
2015-12-05 23:43:31+00:00,170.4
2015-12-06 23:36:52+00:00,177.9
2015-12-21 23:43:47+00:00,195.9
2016-01-06 23:44:01+00:00,172.1
2016-01-23 23:36:49+00:00,171.7
2016-01-30 23:42:34+00:00,191.4
2016-02-08 23:36:20+00:00,183.9
2016-02-15 23:42:26+00:00,188.5
2016-02-23 23:44:23+00:00,170.9
2016-02-24 23:36:14+00:00,186.8
2016-03-11 23:36:35+00:00,202.1
2016-03-18 23:42:19+00:00,191.0
2016-04-03 23:42:09+00:00,197.6
2016-04-19 23:42:04+00:00,203.7
2016-05-05 23:42:07+00:00,202.8
2016-05-13 23:44:55+00:00,204.8
2016-05-14 23:36:17+00:00,201.4
2016-06-06 23:42:12+00:00,164.9
2016-06-15 23:36:02+00:00,182.8
2016-06-30 23:45:05+00:00,181.8
2016-07-01 23:36:11+00:00,189.0
2016-07-08 23:42:26+00:00,173.9
2016-08-09 23:42:33+00:00,163.5
2016-08-17 23:45:08+00:00,160.5
2016-08-18 23:36:26+00:00,171.8
2016-08-25 23:42:40+00:00,171.2
2016-09-02 23:45:12+00:00,169.4
2016-09-03 23:36:32+00:00,179.5
2016-09-10 23:42:44+00:00,191.1
2016-09-19 23:36:58+00:00,184.3
2016-09-26 23:42:45+00:00,206.9
2016-10-05 23:37:01+00:00,208.2
2016-10-20 23:45:14+00:00,204.5
2016-11-05 23:45:08+00:00,205.7
2016-11-06 23:36:40+00:00,192.7
2016-11-13 23:42:51+00:00,204.7
2016-11-22 23:37:04+00:00,205.3
2016-12-24 23:36:34+00:00,211.0
2016-12-31 23:42:44+00:00,216.3
2017-01-16 23:42:40+00:00,217.0
2017-01-24 23:44:33+00:00,220.0
2017-02-01 23:42:33+00:00,221.4
2017-02-10 23:36:17+00:00,189.3
2017-04-15 23:35:47+00:00,177.1
2017-05-01 23:35:37+00:00,182.2
2017-05-16 23:45:00+00:00,186.1
2017-05-24 23:42:03+00:00,184.3
2017-06-01 23:45:04+00:00,185.7
2017-06-02 23:35:57+00:00,169.4
2017-06-18 23:36:28+00:00,170.5
2017-06-25 23:42:16+00:00,171.8
2017-07-03 23:45:10+00:00,179.2
2017-07-04 23:36:07+00:00,182.0
2017-07-11 23:42:19+00:00,188.2
2017-07-19 23:45:10+00:00,195.5
2017-07-20 23:36:13+00:00,181.0
2017-07-27 23:42:27+00:00,171.1
2017-08-04 23:45:09+00:00,182.6
2017-08-05 23:36:20+00:00,184.2
2017-08-12 23:42:33+00:00,191.0
2017-08-21 23:36:25+00:00,168.4
2017-08-28 23:42:37+00:00,155.6
2017-09-05 23:45:07+00:00,163.8
2017-09-06 23:36:51+00:00,174.4
2017-09-21 23:45:06+00:00,155.6
2017-09-22 23:36:31+00:00,165.8
2017-10-23 23:45:09+00:00,162.2
2017-10-24 23:36:38+00:00,179.9
2017-11-25 23:36:31+00:00,176.3
2017-12-10 23:44:55+00:00,173.3
2018-01-03 23:42:39+00:00,172.0
2018-01-12 23:36:48+00:00,190.0
2018-01-19 23:42:31+00:00,174.0
2018-02-13 23:36:09+00:00,194.1
2018-02-28 23:43:53+00:00,180.3
2018-03-17 23:36:17+00:00,197.4
2018-03-24 23:42:01+00:00,180.0
2018-04-01 23:43:28+00:00,183.0
2018-04-02 23:36:10+00:00,186.9
2018-04-09 23:41:53+00:00,184.3
2018-04-18 23:36:00+00:00,186.0
2018-04-25 23:41:44+00:00,166.9
2018-05-04 23:35:28+00:00,184.6
2018-05-11 23:41:34+00:00,193.6
2018-05-20 23:35:40+00:00,190.5
2018-06-28 23:41:33+00:00,182.7
2018-07-06 23:41:47+00:00,181.2
2018-07-07 23:35:27+00:00,175.8
2018-07-14 23:41:41+00:00,168.5
2018-07-22 23:41:30+00:00,182.3
2018-07-23 23:35:57+00:00,181.4
2018-07-30 23:41:48+00:00,188.1
2018-08-08 23:35:43+00:00,189.4
2018-08-15 23:41:57+00:00,186.5
2018-08-31 23:42:04+00:00,165.7
2018-09-08 23:40:34+00:00,170.8
2018-09-09 23:35:56+00:00,180.7
2018-09-16 23:42:09+00:00,175.2
2018-11-27 23:38:42+00:00,164.7
2018-11-28 23:36:39+00:00,179.6
2018-12-05 23:42:25+00:00,169.4
2018-12-29 23:37:48+00:00,183.6
2018-12-30 23:36:36+00:00,187.9
2019-01-14 23:37:18+00:00,200.8
2019-01-22 23:42:19+00:00,179.9
2019-03-11 23:42:08+00:00,200.2
2019-03-27 23:42:04+00:00,204.0
2019-04-05 23:35:51+00:00,200.7
2019-04-28 23:41:55+00:00,200.8
2019-05-07 23:35:50+00:00,200.8
2019-05-14 23:42:05+00:00,199.9
2019-05-23 23:36:00+00:00,207.4
2019-05-30 23:42:14+00:00,206.2
2019-06-08 23:36:07+00:00,189.0
2019-07-01 23:42:25+00:00,187.5
2019-07-09 23:31:11+00:00,182.7
2019-07-10 23:36:16+00:00,185.5
2019-07-17 23:42:28+00:00,189.9
