dates UTC, chainage (m)
2019-01-22 23:42:19+00:00,227.6
2019-01-30 23:36:47+00:00,240.7
2019-03-11 23:42:08+00:00,211.2
2019-03-27 23:42:04+00:00,210.3
2019-04-05 23:35:51+00:00,209.9
2019-04-28 23:41:55+00:00,211.8
2019-05-06 23:33:35+00:00,209.1
2019-05-07 23:35:50+00:00,219.6
2019-05-14 23:42:05+00:00,214.7
2019-05-23 23:36:00+00:00,221.9
2019-05-30 23:42:14+00:00,223.0
2019-06-08 23:36:07+00:00,198.6
2019-06-24 23:36:37+00:00,215.9
2019-07-01 23:42:25+00:00,211.4
2019-07-09 23:31:11+00:00,215.9
2019-07-10 23:36:16+00:00,211.0
2019-07-17 23:42:28+00:00,211.6
2019-07-25 23:30:33+00:00,224.2
2019-07-26 23:36:45+00:00,219.0
2019-08-02 23:42:35+00:00,212.4
2019-08-10 23:29:54+00:00,229.6
2019-08-11 23:36:27+00:00,215.5
2019-08-18 23:42:40+00:00,233.5
2019-09-03 23:42:43+00:00,228.6
2019-09-11 23:28:32+00:00,227.7
2019-09-12 23:36:36+00:00,233.6
2019-09-19 23:42:49+00:00,238.1
2019-09-28 23:37:05+00:00,239.2
2019-10-14 23:37:07+00:00,234.7
2019-10-30 23:36:44+00:00,244.4
2019-11-15 23:37:05+00:00,240.8
2019-12-01 23:36:39+00:00,246.7
2019-12-17 23:37:01+00:00,246.4
2020-01-01 23:23:22+00:00,253.4
2020-01-09 23:42:42+00:00,250.3
2020-01-25 23:42:38+00:00,252.7
2020-02-18 23:20:56+00:00,222.4
2020-02-19 23:36:45+00:00,225.6
2020-02-26 23:42:30+00:00,218.0
2020-03-13 23:42:23+00:00,222.6
2020-04-14 23:42:07+00:00,225.2
2020-04-30 23:41:59+00:00,226.8
2020-05-09 23:35:44+00:00,230.5
2020-05-24 23:15:25+00:00,208.8
2020-05-25 23:35:47+00:00,211.8
2020-06-01 23:42:01+00:00,239.9
2020-06-10 23:36:20+00:00,212.4
2020-06-25 23:13:33+00:00,226.9
2020-07-03 23:42:19+00:00,238.0
2020-07-12 23:36:35+00:00,224.4
2020-07-19 23:42:25+00:00,218.4
2020-07-28 23:36:40+00:00,211.9
2020-08-04 23:42:28+00:00,221.8
2020-08-12 23:10:35+00:00,230.3
2020-08-13 23:36:44+00:00,221.2
2020-08-20 23:42:35+00:00,221.9
2020-09-13 23:08:30+00:00,247.4
2020-09-14 23:36:35+00:00,235.1
2020-10-15 23:06:26+00:00,234.5
2020-10-16 23:37:04+00:00,236.1
2020-11-24 23:42:51+00:00,250.2
2020-12-19 23:37:04+00:00,228.6
2020-12-26 23:42:49+00:00,229.9
2021-01-11 23:42:43+00:00,224.8
2021-02-04 22:58:30+00:00,215.0
2021-02-21 23:36:46+00:00,211.2
2021-03-08 22:56:04+00:00,233.9
2021-03-24 22:54:47+00:00,225.8
2021-03-25 23:36:08+00:00,221.3
2021-04-01 23:42:17+00:00,216.9
2021-04-09 22:53:28+00:00,218.1
2021-04-10 23:36:27+00:00,218.7
2021-04-25 22:52:07+00:00,228.7
2021-05-12 23:36:18+00:00,226.4
2021-05-19 23:42:09+00:00,222.9
2021-06-04 23:42:17+00:00,206.2
2021-06-12 22:48:06+00:00,224.6
2021-06-13 23:36:34+00:00,218.6
2021-06-20 23:42:23+00:00,205.0
2021-07-06 23:42:25+00:00,216.0
2021-07-31 23:36:47+00:00,230.9
2021-08-07 23:42:37+00:00,219.5
2021-08-16 23:36:53+00:00,228.6
2021-08-31 22:41:14+00:00,234.8
2021-09-01 23:36:58+00:00,225.3
2021-09-08 23:42:47+00:00,216.5
2021-09-17 23:36:37+00:00,215.3
2021-10-02 22:38:23+00:00,228.0
2021-10-03 23:36:43+00:00,220.6
2021-10-18 22:36:58+00:00,230.3
2021-12-13 23:42:52+00:00,213.4
2021-12-21 23:42:48+00:00,221.9
2021-12-29 23:42:46+00:00,218.1
2022-01-14 23:42:44+00:00,203.3
2022-01-22 23:42:47+00:00,194.8
2022-01-23 23:36:54+00:00,204.0
2022-01-30 23:42:39+00:00,208.6
2022-02-15 23:42:35+00:00,212.1
2022-02-16 23:36:31+00:00,217.4
2022-03-20 23:36:19+00:00,206.3
2022-04-04 23:42:16+00:00,201.1
2022-05-30 23:42:02+00:00,191.2
2022-05-31 23:36:20+00:00,197.1
2022-06-07 23:42:36+00:00,180.2
2022-06-08 23:35:52+00:00,173.5
2022-06-15 23:42:09+00:00,176.9
2022-06-16 23:36:31+00:00,182.4
2022-06-23 23:42:45+00:00,180.3
2022-06-24 23:36:13+00:00,186.8
2022-07-02 23:36:35+00:00,189.7
2022-07-09 23:42:45+00:00,187.8
2022-07-10 23:36:09+00:00,151.0
2022-07-17 23:42:22+00:00,179.3
2022-07-25 23:42:52+00:00,178.9
2022-07-26 23:36:20+00:00,180.7
2022-08-03 23:36:47+00:00,184.9
2022-08-18 23:42:44+00:00,179.5
2022-08-19 23:37:16+00:00,180.1
2022-09-04 23:37:17+00:00,174.6
2022-09-12 23:36:36+00:00,203.1
2022-09-27 23:43:10+00:00,199.0
2022-10-14 23:37:10+00:00,200.1
2022-10-30 23:37:10+00:00,193.4
2022-11-06 23:42:57+00:00,185.7
2022-11-14 23:43:04+00:00,200.8
2022-11-23 23:36:53+00:00,195.3
2022-12-16 23:42:59+00:00,172.6
2022-12-17 23:37:10+00:00,186.4
2023-01-01 23:42:56+00:00,193.8
2023-01-09 23:42:57+00:00,192.4
2023-01-17 23:42:47+00:00,205.3
2023-01-18 23:37:03+00:00,197.3
2023-01-25 23:42:54+00:00,205.5
2023-02-02 23:42:54+00:00,203.5
2023-02-10 23:43:01+00:00,204.4
2023-02-11 23:37:02+00:00,180.7
2023-02-18 23:42:43+00:00,193.9
2023-02-26 23:42:47+00:00,173.1
2023-02-27 23:36:24+00:00,184.0
2023-03-06 23:42:31+00:00,191.6
2023-03-14 23:42:40+00:00,188.0
2023-03-15 23:36:41+00:00,188.7
2023-04-07 23:42:09+00:00,194.2
2023-04-08 23:36:15+00:00,195.4
2023-04-15 23:42:22+00:00,190.9
2023-04-16 23:36:16+00:00,183.7
2023-05-01 23:42:13+00:00,189.0
2023-05-02 23:36:11+00:00,192.5
2023-05-10 23:36:23+00:00,184.9
2023-05-17 23:42:06+00:00,180.4
2023-05-18 23:35:36+00:00,180.8
2023-05-26 23:35:49+00:00,204.2
2023-06-10 23:41:57+00:00,218.6
2023-06-18 23:41:50+00:00,222.1
2023-06-19 23:36:12+00:00,218.3
2023-06-26 23:42:04+00:00,233.2
2023-07-04 23:42:02+00:00,212.0
2023-07-05 23:36:24+00:00,209.1
2023-07-20 23:42:07+00:00,218.9
2023-07-21 23:36:03+00:00,207.8
2023-07-28 23:42:20+00:00,242.7
2023-07-29 23:36:24+00:00,233.7
2023-08-13 23:42:25+00:00,242.1
2023-08-21 23:42:21+00:00,236.4
2023-08-22 23:36:43+00:00,234.7
2023-08-29 23:42:31+00:00,242.8
2023-08-30 23:36:16+00:00,236.5
2023-09-06 23:42:32+00:00,245.8
2023-09-07 23:36:43+00:00,242.2
2023-09-14 23:42:34+00:00,239.1
2023-09-15 23:36:25+00:00,236.4
2023-09-30 23:42:38+00:00,245.8
2023-10-01 23:36:48+00:00,247.0
2023-10-24 23:42:45+00:00,233.5
2023-11-02 23:36:27+00:00,222.1
2023-11-18 23:36:57+00:00,224.0
2023-11-26 23:36:59+00:00,229.4
2023-12-04 23:36:36+00:00,236.1
2023-12-28 23:36:54+00:00,233.2
2024-01-12 23:42:48+00:00,198.2
2024-01-20 23:42:36+00:00,211.0
2024-02-05 23:42:37+00:00,220.0
2024-02-06 23:36:39+00:00,206.0
2024-02-13 23:42:47+00:00,216.1
2024-02-21 23:42:34+00:00,210.9
2024-02-22 23:36:24+00:00,208.0
2024-02-29 23:42:40+00:00,229.4
2024-04-01 23:42:31+00:00,222.7
2024-04-02 23:36:21+00:00,220.7
2024-04-10 23:36:17+00:00,199.1
2024-04-18 23:36:12+00:00,205.4
2024-05-04 23:35:39+00:00,194.2
2024-05-12 23:35:54+00:00,213.0
2024-05-19 23:41:59+00:00,199.2
2024-05-20 23:35:26+00:00,198.7
2024-05-28 23:36:05+00:00,207.9
2024-06-04 23:41:53+00:00,209.1
2024-06-12 23:41:35+00:00,198.3
2024-06-28 23:41:48+00:00,243.8
2024-06-29 23:35:28+00:00,247.2
2024-06-29 23:35:52+00:00,245.8
2024-07-06 23:41:50+00:00,215.5
2024-07-14 23:41:59+00:00,223.9
2024-07-15 23:36:11+00:00,237.7
2024-07-22 23:41:57+00:00,231.4
2024-07-23 23:35:57+00:00,229.2
2024-07-30 23:42:08+00:00,185.8
2024-07-31 23:35:50+00:00,188.1
2024-07-31 23:36:14+00:00,188.4
2024-08-07 23:42:01+00:00,231.9
2024-08-08 23:35:54+00:00,234.5
2024-08-08 23:36:18+00:00,232.5
2024-08-16 23:35:57+00:00,229.6
2024-08-16 23:36:21+00:00,229.6
2024-08-23 23:42:16+00:00,231.6
2024-08-31 23:42:20+00:00,229.6
2024-09-01 23:36:05+00:00,226.1
2024-09-08 23:42:17+00:00,234.5
2024-09-09 23:36:37+00:00,234.1
2024-09-16 23:42:27+00:00,209.2
2024-09-17 23:36:33+00:00,205.7
2024-09-24 23:42:18+00:00,224.2
2024-10-03 23:36:16+00:00,220.8
2024-10-11 23:36:20+00:00,226.5
2024-10-18 23:42:36+00:00,222.6
2024-10-19 23:36:27+00:00,222.4
2024-11-04 23:36:26+00:00,233.4
2024-11-12 23:36:43+00:00,219.6
2024-12-06 23:36:53+00:00,233.8
2024-12-13 23:42:39+00:00,213.3
2024-12-14 23:36:44+00:00,217.9
2024-12-21 23:42:34+00:00,214.8
2024-12-30 23:36:47+00:00,209.0
2025-01-06 23:42:35+00:00,226.1
